--------------------------------------------------【Header】--------------------------------------------------
2022-04-28 13:24:22,072 WARN  [30244-1] Program.Main  开放Zyan端口15092成功  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Program.cs(96行)
2022-04-28 13:29:14,990 INFO  [30244-11] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:29:14,990 INFO  [30244-11] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:29:14,991 INFO  [30244-11] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY2  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:29:14,992 INFO  [30244-11] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:2  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:29:14,992 INFO  [30244-11] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY3  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:29:14,993 INFO  [30244-11] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:3  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:29:14,993 INFO  [30244-11] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY4  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:29:14,994 INFO  [30244-11] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:4  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:29:14,995 INFO  [30244-11] DisplayInfoGet  [{"DeviceInstanceId":"DISPLAY\\CSO1609\\5&14475071&0&UID4357","Description":"Lenovo DisplayHDR","DisplayIndex":1,"MonitorIndex":0}]  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(52行)
2022-04-28 13:29:14,995 INFO  [30244-11] DisplayInfoGet  GetDisplayList()获取到显示器数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(89行)
2022-04-28 13:29:18,689 INFO  [30244-12] DisplayManage  修改内屏亮度为：88  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:18,740 INFO  [30244-11] DisplayManage  修改内屏亮度为：87  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:18,762 INFO  [30244-6] DisplayManage  修改内屏亮度为：86  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:18,773 INFO  [30244-15] DisplayManage  修改内屏亮度为：85  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:18,791 INFO  [30244-16] DisplayManage  修改内屏亮度为：84  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:18,803 INFO  [30244-17] DisplayManage  修改内屏亮度为：83  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:18,862 INFO  [30244-12] DisplayManage  修改内屏亮度为：82  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:18,897 INFO  [30244-18] DisplayManage  修改内屏亮度为：81  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:18,924 INFO  [30244-15] DisplayManage  修改内屏亮度为：80  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:18,964 INFO  [30244-11] DisplayManage  修改内屏亮度为：79  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,029 INFO  [30244-6] DisplayManage  修改内屏亮度为：78  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,094 INFO  [30244-17] DisplayManage  修改内屏亮度为：77  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,158 INFO  [30244-16] DisplayManage  修改内屏亮度为：76  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,223 INFO  [30244-12] DisplayManage  修改内屏亮度为：75  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,287 INFO  [30244-18] DisplayManage  修改内屏亮度为：74  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,352 INFO  [30244-15] DisplayManage  修改内屏亮度为：73  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,421 INFO  [30244-6] DisplayManage  修改内屏亮度为：72  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,510 INFO  [30244-11] DisplayManage  修改内屏亮度为：71  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,597 INFO  [30244-16] DisplayManage  修改内屏亮度为：70  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,685 INFO  [30244-17] DisplayManage  修改内屏亮度为：69  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,758 INFO  [30244-15] DisplayManage  修改内屏亮度为：68  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,825 INFO  [30244-18] DisplayManage  修改内屏亮度为：67  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,891 INFO  [30244-12] DisplayManage  修改内屏亮度为：66  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:19,956 INFO  [30244-6] DisplayManage  修改内屏亮度为：74  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,023 INFO  [30244-11] DisplayManage  修改内屏亮度为：77  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,087 INFO  [30244-16] DisplayManage  修改内屏亮度为：78  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,152 INFO  [30244-17] DisplayManage  修改内屏亮度为：79  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,219 INFO  [30244-15] DisplayManage  修改内屏亮度为：81  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,291 INFO  [30244-18] DisplayManage  修改内屏亮度为：83  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,356 INFO  [30244-12] DisplayManage  修改内屏亮度为：73  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,421 INFO  [30244-6] DisplayManage  修改内屏亮度为：84  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,487 INFO  [30244-11] DisplayManage  修改内屏亮度为：85  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,552 INFO  [30244-16] DisplayManage  修改内屏亮度为：86  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,618 INFO  [30244-18] DisplayManage  修改内屏亮度为：87  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,697 INFO  [30244-15] DisplayManage  修改内屏亮度为：75  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,784 INFO  [30244-7] DisplayManage  修改内屏亮度为：72  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,875 INFO  [30244-12] DisplayManage  修改内屏亮度为：88  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:20,971 INFO  [30244-6] DisplayManage  修改内屏亮度为：70  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:21,040 INFO  [30244-17] DisplayManage  修改内屏亮度为：89  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:21,104 INFO  [30244-16] DisplayManage  修改内屏亮度为：90  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:21,168 INFO  [30244-18] DisplayManage  修改内屏亮度为：69  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:21,234 INFO  [30244-11] DisplayManage  修改内屏亮度为：91  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:21,305 INFO  [30244-15] DisplayManage  修改内屏亮度为：92  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:21,371 INFO  [30244-7] DisplayManage  修改内屏亮度为：68  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:21,433 INFO  [30244-12] DisplayManage  修改内屏亮度为：67  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:52,789 INFO  [30244-6] DisplayManage  修改内屏亮度为：87  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:29:53,527 INFO  [30244-20] DisplayManage  修改内屏亮度为：93  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:37:14,947 INFO  [30244-22] DisplayInfo  DisplayInformation.GetDisplayMonitorsAsync() 获取到设备数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfo.cs(63行)
2022-04-28 13:37:14,948 INFO  [30244-22] DisplayInfo  [{"DeviceInstanceId":"DISPLAY\\CSO1609\\5&14475071&0&UID4357","DisplayName":"","IsInternal":true,"ConnectionDescription":"Internal","PhysicalSize":16.0043125}]  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfo.cs(65行)
2022-04-28 13:37:14,948 INFO  [30244-22] DisplayInfoGet   DisplayInfo.GetDisplayMonitorsAsync()获取到显示器数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(48行)
2022-04-28 13:37:14,949 INFO  [30244-22] DisplayContext  EnumerateDevices() 开始获取显示器枚举信息  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(73行)
2022-04-28 13:37:14,950 INFO  [30244-22] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:14,950 INFO  [30244-22] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:14,951 INFO  [30244-22] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY2  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:14,952 INFO  [30244-22] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:2  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:14,953 INFO  [30244-22] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY3  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:14,953 INFO  [30244-22] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:3  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:14,954 INFO  [30244-22] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY4  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:14,955 INFO  [30244-22] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:4  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:14,955 INFO  [30244-22] DisplayInfoGet  [{"DeviceInstanceId":"DISPLAY\\CSO1609\\5&14475071&0&UID4357","Description":"Lenovo DisplayHDR","DisplayIndex":1,"MonitorIndex":0}]  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(52行)
2022-04-28 13:37:14,956 INFO  [30244-22] DisplayInfoGet  GetDisplayList()获取到显示器数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(89行)
2022-04-28 13:37:25,601 INFO  [30244-24] DisplayInfo  DisplayInformation.GetDisplayMonitorsAsync() 获取到设备数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfo.cs(63行)
2022-04-28 13:37:25,603 INFO  [30244-24] DisplayInfo  [{"DeviceInstanceId":"DISPLAY\\CSO1609\\5&14475071&0&UID4357","DisplayName":"","IsInternal":true,"ConnectionDescription":"Internal","PhysicalSize":16.0043125}]  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfo.cs(65行)
2022-04-28 13:37:25,603 INFO  [30244-24] DisplayInfoGet   DisplayInfo.GetDisplayMonitorsAsync()获取到显示器数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(48行)
2022-04-28 13:37:25,603 INFO  [30244-24] DisplayContext  EnumerateDevices() 开始获取显示器枚举信息  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(73行)
2022-04-28 13:37:25,605 INFO  [30244-24] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:25,605 INFO  [30244-24] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:25,606 INFO  [30244-24] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY2  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:25,606 INFO  [30244-24] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:2  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:25,606 INFO  [30244-24] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY3  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:25,607 INFO  [30244-24] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:3  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:25,609 INFO  [30244-24] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY4  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:25,609 INFO  [30244-24] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:4  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:25,609 INFO  [30244-24] DisplayInfoGet  [{"DeviceInstanceId":"DISPLAY\\CSO1609\\5&14475071&0&UID4357","Description":"Lenovo DisplayHDR","DisplayIndex":1,"MonitorIndex":0}]  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(52行)
2022-04-28 13:37:25,609 INFO  [30244-24] DisplayInfoGet  GetDisplayList()获取到显示器数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(89行)
2022-04-28 13:37:34,731 INFO  [30244-23] DisplayInfo  DisplayInformation.GetDisplayMonitorsAsync() 获取到设备数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfo.cs(63行)
2022-04-28 13:37:34,732 INFO  [30244-23] DisplayInfo  [{"DeviceInstanceId":"DISPLAY\\CSO1609\\5&14475071&0&UID4357","DisplayName":"","IsInternal":true,"ConnectionDescription":"Internal","PhysicalSize":16.0043125}]  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfo.cs(65行)
2022-04-28 13:37:34,733 INFO  [30244-23] DisplayInfoGet   DisplayInfo.GetDisplayMonitorsAsync()获取到显示器数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(48行)
2022-04-28 13:37:34,733 INFO  [30244-23] DisplayContext  EnumerateDevices() 开始获取显示器枚举信息  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(73行)
2022-04-28 13:37:34,734 INFO  [30244-23] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:34,735 INFO  [30244-23] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:34,736 INFO  [30244-23] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY2  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:34,736 INFO  [30244-23] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:2  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:34,737 INFO  [30244-23] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY3  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:34,737 INFO  [30244-23] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:3  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:34,738 INFO  [30244-23] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY4  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:37:34,738 INFO  [30244-23] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:4  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
2022-04-28 13:37:34,739 INFO  [30244-23] DisplayInfoGet  [{"DeviceInstanceId":"DISPLAY\\CSO1609\\5&14475071&0&UID4357","Description":"Lenovo DisplayHDR","DisplayIndex":1,"MonitorIndex":0}]  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(52行)
2022-04-28 13:37:34,739 INFO  [30244-23] DisplayInfoGet  GetDisplayList()获取到显示器数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(89行)
2022-04-28 13:37:35,201 INFO  [30244-6] DisplayManage  修改内屏亮度为：59  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:37:35,698 INFO  [30244-23] DisplayManage  修改内屏亮度为：80  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:37:36,885 INFO  [30244-23] DisplayManage  修改内屏亮度为：91  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Manage\DisplayManage.cs(40行)
2022-04-28 13:55:45,345 INFO  [30244-30] DisplayInfo  DisplayInformation.GetDisplayMonitorsAsync() 获取到设备数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfo.cs(63行)
2022-04-28 13:55:45,346 INFO  [30244-30] DisplayInfo  [{"DeviceInstanceId":"DISPLAY\\CSO1609\\5&14475071&0&UID4357","DisplayName":"","IsInternal":true,"ConnectionDescription":"Internal","PhysicalSize":16.0043125}]  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfo.cs(65行)
2022-04-28 13:55:45,347 INFO  [30244-30] DisplayInfoGet   DisplayInfo.GetDisplayMonitorsAsync()获取到显示器数量：1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayInfoGet.cs(48行)
2022-04-28 13:55:45,347 INFO  [30244-30] DisplayContext  EnumerateDevices() 开始获取显示器枚举信息  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(73行)
2022-04-28 13:55:45,348 INFO  [30244-30] DisplayContext  EnumDisplayDevices() 获取到设备枚举信息 displayName:\\.\DISPLAY1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(77行)
2022-04-28 13:55:45,348 INFO  [30244-30] DisplayContext  TryGetDisplayIndex() 获取到设备序号 displayIndex:1  D:\yuanx\C#\PCDeviceManage\PCDeviceManage\Monitor\DisplayContext.cs(85行)
